Province/State,Country/Region,Lat,Long,Date,Confirmed,Death,Recovered
Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-19,335,24,29.0
Montserrat,United Kingdom,16.742498,-62.187366,2020-05-19,11,1,1044.0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-05-19,12,1,435.0
,United Kingdom,55.3781,-3.4360000000000004,2020-05-19,235547,34466,203.0
,Uruguay,-32.5228,-55.7658,2020-05-19,738,20,1533.0
,Uzbekistan,41.377491,64.585262,2020-05-19,2855,13,549.0
,Venezuela,6.4238,-66.5897,2020-05-19,749,10,15182.0
,Vietnam,14.058324,108.277199,2020-05-19,324,0,2819.0
,West Bank and Gaza,31.9522,35.2332,2020-05-19,391,2,46.0
,Western Sahara,24.2155,-12.8858,2020-05-19,6,0,4938.0
,Yemen,15.552727,48.516388,2020-05-19,167,28,7579.0
,Zambia,-13.133897,27.849332,2020-05-19,772,7,71.0
,Zimbabwe,-19.015438,29.154857,2020-05-19,46,4,15086.0
,Afghanistan,33.93911,67.709953,2020-05-20,8145,187,15320.0
,Albania,41.1533,20.1683,2020-05-20,964,31,16.0
,Algeria,28.0339,1.6596,2020-05-20,7542,568,118.0
,Andorra,42.5063,1.5218,2020-05-20,762,51,6.0
,Angola,-11.2027,17.8739,2020-05-20,52,3,677.0
,Antigua and Barbuda,17.0608,-61.7964,2020-05-20,25,3,1721.0
,Argentina,-38.4161,-63.6167,2020-05-20,9283,403,20.0
,Armenia,40.0691,45.0382,2020-05-20,5271,67,158593.0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-20,107,3,137.0
New South Wales,Australia,-33.8688,151.2093,2020-05-20,3082,47,880.0
Northern Territory,Australia,-12.4634,130.8456,2020-05-20,29,0,672.0
Queensland,Australia,-27.4698,153.0251,2020-05-20,1058,6,124.0
South Australia,Australia,-34.9285,138.6007,2020-05-20,439,4,20.0
Tasmania,Australia,-42.8821,147.3272,2020-05-20,228,13,155.0
Victoria,Australia,-37.8136,144.9631,2020-05-20,1581,18,122.0
Western Australia,Australia,-31.9505,115.8605,2020-05-20,557,9,1996.0
,Austria,47.5162,14.5501,2020-05-20,16353,633,45352.0
,Azerbaijan,40.1431,47.5769,2020-05-20,3631,43,22.0
,Bahamas,25.025885,-78.035889,2020-05-20,97,11,303.0
,Bahrain,26.0275,50.55,2020-05-20,7888,12,30915.0
,Bangladesh,23.685,90.3563,2020-05-20,26738,386,985.0
,Barbados,13.1939,-59.5432,2020-05-20,90,7,581.0
,Belarus,53.7098,27.9534,2020-05-20,32426,179,573.0
,Belgium,50.8333,4.469936,2020-05-20,55983,9150,355.0
,Belize,17.1899,-88.4976,2020-05-20,18,2,137.0
,Benin,9.3077,2.3158,2020-05-20,130,2,1581.0
,Bhutan,27.5142,90.4336,2020-05-20,21,0,252.0
,Bolivia,-16.2902,-63.5887,2020-05-20,4919,199,145.0
,Bosnia and Herzegovina,43.9159,17.6791,2020-05-20,2338,136,162.0
,Botswana,-22.3285,24.6849,2020-05-20,25,1,322.0
,Brazil,-14.235,-51.9253,2020-05-20,291579,18859,932.0
,Brunei,4.5353,114.7277,2020-05-20,141,1,1254.0
,Bulgaria,42.7339,25.4858,2020-05-20,2292,116,1033.0
,Burkina Faso,12.2383,-1.5616,2020-05-20,809,52,63618.0
,Burma,21.9162,95.956,2020-05-20,199,6,1015.0
,Burundi,-3.3731,29.9189,2020-05-20,42,1,205.0
,Cabo Verde,16.5388,-23.0418,2020-05-20,349,3,653.0
,Cambodia,11.55,104.9167,2020-05-20,122,0,936.0
,Cameroon,3.848,11.5021,2020-05-20,3733,146,128.0
Alberta,Canada,53.9333,-116.5765,2020-05-20,6735,128,147.0
British Columbia,Canada,53.7267,-127.6476,2020-05-20,2467,149,45.0
Diamond Princess,Canada,0.0,0.0,2020-05-20,1,1,75.0
Grand Princess,Canada,0.0,0.0,2020-05-20,13,0,18.0
Manitoba,Canada,53.7609,-98.8139,2020-05-20,290,7,305.0
New Brunswick,Canada,46.5653,-66.4619,2020-05-20,120,0,780.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-20,260,3,653.0
Northwest Territories,Canada,64.8255,-124.8457,2020-05-20,5,0,198.0
Nova Scotia,Canada,44.682,-63.7443,2020-05-20,1045,57,558.0
Ontario,Canada,51.2538,-85.3232,2020-05-20,25197,2079,188.0
Prince Edward Island,Canada,46.5107,-63.4168,2020-05-20,27,0,1.0
Quebec,Canada,52.9399,-73.5491,2020-05-20,44784,3719,73.0
Saskatchewan,Canada,52.9399,-106.4509,2020-05-20,620,7,183.0
Yukon,Canada,64.2823,-135.0,2020-05-20,11,0,1267.0
,Central African Republic,6.6111,20.9394,2020-05-20,418,0,5511.0
,Chad,15.4542,18.7322,2020-05-20,565,57,21.0
,Chile,-35.6751,-71.543,2020-05-20,62205,544,147.0
Anhui,China,31.8257,117.2264,2020-05-20,991,6,340.0
Beijing,China,40.1824,116.4142,2020-05-20,593,9,634.0
Chongqing,China,30.0572,107.874,2020-05-20,579,6,1286.0
Fujian,China,26.0789,117.9874,2020-05-20,356,1,2046.0
Gansu,China,35.7518,104.2861,2020-05-20,139,2,1709.0
Guangdong,China,23.3417,113.4244,2020-05-20,1590,8,594.0
Guangxi,China,23.8298,108.7881,2020-05-20,254,2,6270.0
Guizhou,China,26.8154,106.8748,2020-05-20,147,2,187.0
Hainan,China,19.1959,109.7453,2020-05-20,169,6,11.0
Hebei,China,39.549,116.1306,2020-05-20,328,6,10044.0
Heilongjiang,China,47.862,127.7615,2020-05-20,945,13,651.0
Henan,China,37.8957,114.9042,2020-05-20,1276,22,1079.0
Hong Kong,China,22.3,114.2,2020-05-20,1055,4,16.0
Hubei,China,30.9756,112.2707,2020-05-20,68135,4512,8534.0
Hunan,China,27.6104,111.7088,2020-05-20,1019,4,18003.0
Inner Mongolia,China,44.0935,113.9448,2020-05-20,216,1,5027.0
Jiangsu,China,32.9711,119.455,2020-05-20,653,0,787.0
Jiangxi,China,27.614,115.7221,2020-05-20,937,1,165.0
Jilin,China,43.6661,126.1923,2020-05-20,151,2,39.0
Liaoning,China,41.2956,122.6085,2020-05-20,149,2,1552.0
Macau,China,22.1667,113.55,2020-05-20,45,0,164.0
Ningxia,China,37.2692,106.1655,2020-05-20,75,0,167.0
Qinghai,China,35.7452,95.9956,2020-05-20,18,0,15.0
Shaanxi,China,35.1917,108.8701,2020-05-20,308,3,5100.0
Shandong,China,36.3427,118.1498,2020-05-20,788,7,146.0
Shanghai,China,31.202,121.4491,2020-05-20,666,7,60.0
Shanxi,China,37.5777,112.2922,2020-05-20,198,0,115.0
Sichuan,China,30.6171,102.7103,2020-05-20,561,3,91.0
Tianjin,China,39.3054,117.323,2020-05-20,192,3,894.0
Tibet,China,31.6927,88.0924,2020-05-20,1,0,18.0
Xinjiang,China,41.1129,85.2401,2020-05-20,76,3,411.0
Yunnan,China,24.974,101.487,2020-05-20,185,2,6.0
Zhejiang,China,29.1832,120.0934,2020-05-20,1268,1,1.0
,Colombia,4.5709,-74.2973,2020-05-20,17687,630,33.0
,Comoros,-11.6455,43.3333,2020-05-20,34,1,64222.0
,Congo (Brazzaville),-0.228,15.8277,2020-05-20,420,15,593.0
,Congo (Kinshasa),-4.0383,21.7587,2020-05-20,1731,61,18.0
,Costa Rica,9.7489,-83.7534,2020-05-20,897,10,537.0
,Cote d'Ivoire,7.54,-5.5471,2020-05-20,2231,29,161967.0
,Croatia,45.1,15.2,2020-05-20,2234,96,2317.0
,Cuba,21.521757,-77.78116700000002,2020-05-20,1900,79,1374.0
,Cyprus,35.1264,33.4299,2020-05-20,922,17,18.0
,Czechia,49.8175,15.473,2020-05-20,8721,304,289.0
Faroe Islands,Denmark,61.8926,-6.9118,2020-05-20,187,0,1673.0
Greenland,Denmark,71.7069,-42.6043,2020-05-20,11,0,42.0
,Denmark,56.2639,9.5018,2020-05-20,11117,554,62.0
,Diamond Princess,0.0,0.0,2020-05-20,712,13,22.0
,Djibouti,11.8251,42.5903,2020-05-20,1828,9,2.0
,Dominica,15.415,-61.371,2020-05-20,16,0,493.0
,Dominican Republic,18.7357,-70.1627,2020-05-20,13477,446,1836.0
,Ecuador,-1.8312,-78.1834,2020-05-20,34854,2888,1792.0
,Egypt,26.820553000000004,30.802498,2020-05-20,14229,680,64277.0
,El Salvador,13.7942,-88.8965,2020-05-20,1571,31,5877.0
,Equatorial Guinea,1.6508,10.2679,2020-05-20,890,7,109437.0
,Eritrea,15.1794,39.7823,2020-05-20,39,0,2852.0
,Estonia,58.5953,25.0136,2020-05-20,1794,64,21060.0
,Eswatini,-26.5225,31.4659,2020-05-20,217,2,14457.0
,Ethiopia,9.145,40.4897,2020-05-20,389,5,144658.0
,Fiji,-17.7134,178.065,2020-05-20,18,0,267.0
,Finland,61.92411,25.748151,2020-05-20,6443,304,13810.0
French Guiana,France,3.9339,-53.1258,2020-05-20,237,1,586.0
French Polynesia,France,-17.6797,149.4068,2020-05-20,60,0,4613.0
Guadeloupe,France,16.265,-61.551,2020-05-20,155,13,405.0
Martinique,France,14.6415,-61.0242,2020-05-20,192,14,10295.0
Mayotte,France,-12.8275,45.166244,2020-05-20,1475,19,791.0
New Caledonia,France,-20.904305,165.618042,2020-05-20,18,0,7306.0
Reunion,France,-21.1151,55.5364,2020-05-20,447,1,1015.0
Saint Barthelemy,France,17.9,-62.8333,2020-05-20,6,0,14.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-20,1,0,741.0
St Martin,France,18.0708,-63.0501,2020-05-20,40,3,689.0
,France,46.2276,2.2137,2020-05-20,179069,28084,0.0
,Gabon,-0.8037,11.6094,2020-05-20,1567,12,144.0
,Gambia,13.4432,-15.3101,2020-05-20,24,1,40.0
,Georgia,42.3154,43.3569,2020-05-20,713,12,81.0
,Germany,51.165691,10.451526,2020-05-20,178473,8144,1165.0
,Ghana,7.9465,-1.0232,2020-05-20,6269,31,3783.0
,Greece,39.0742,21.8243,2020-05-20,2850,166,0.0
,Grenada,12.1165,-61.679,2020-05-20,22,0,147.0
,Guatemala,15.7835,-90.2308,2020-05-20,2265,45,37.0
,Guinea,9.9456,-9.6966,2020-05-20,2863,18,6041.0
,Guinea-Bissau,11.8037,-15.1804,2020-05-20,1089,6,197.0
,Guyana,4.860416000000002,-58.93018000000001,2020-05-20,125,10,617.0
,Haiti,18.9712,-72.2852,2020-05-20,596,22,485.0
,Holy See,41.9029,12.4534,2020-05-20,12,0,15.0
,Honduras,15.2,-86.2419,2020-05-20,2955,147,322.0
,Hungary,47.1625,19.5033,2020-05-20,3598,470,51708.0
,Iceland,64.9631,-19.0208,2020-05-20,1803,10,3884.0
,India,20.593684,78.96288,2020-05-20,112028,3434,90.0
,Indonesia,-0.7893,113.9213,2020-05-20,19189,1242,37.0
,Iran,32.427908,53.68804599999999,2020-05-20,126949,7183,315.0
,Iraq,33.223191,43.679291,2020-05-20,3724,134,4881.0
,Ireland,53.1424,-7.6921,2020-05-20,24315,1571,71.0
,Israel,31.046051,34.851612,2020-05-20,16667,279,14.0
,Italy,41.87194,12.56738,2020-05-20,227364,32330,155.0
,Jamaica,18.1096,-77.2975,2020-05-20,529,9,95.0
,Japan,36.204824,138.252924,2020-05-20,16321,818,6.0
,Jordan,31.24,36.51,2020-05-20,672,9,14.0
,Kazakhstan,48.0196,66.9237,2020-05-20,6969,35,59.0
,Kenya,-0.0236,37.9062,2020-05-20,1029,50,0.0
,"Korea, South",35.90775700000001,127.766922,2020-05-20,11122,264,1462.0
,Kosovo,42.602636,20.902977,2020-05-20,989,29,370.0
,Kuwait,29.31166,47.481766,2020-05-20,17568,124,796.0
,Kyrgyzstan,41.20438,74.766098,2020-05-20,1270,14,2385.0
,Laos,19.85627,102.495496,2020-05-20,19,0,1453.0
,Latvia,56.8796,24.6032,2020-05-20,1016,21,7727.0
,Lebanon,33.8547,35.8623,2020-05-20,961,26,2067.0
,Lesotho,-29.61,28.2336,2020-05-20,1,0,19142.0
,Liberia,6.4280550000000005,-9.429499,2020-05-20,238,23,6379.0
,Libya,26.3351,17.228331,2020-05-20,69,3,8.0
,Liechtenstein,47.14,9.55,2020-05-20,82,1,382.0
,Lithuania,55.1694,23.8813,2020-05-20,1577,60,52906.0
,Luxembourg,49.8153,6.1296,2020-05-20,3971,109,3412.0
,MS Zaandam,0.0,0.0,2020-05-20,9,2,10020.0
,Madagascar,-18.766947,46.869107,2020-05-20,371,2,18096.0
,Malawi,-13.2543,34.3015,2020-05-20,71,3,11844.0
,Malaysia,4.210483999999999,101.975766,2020-05-20,7009,114,11874.0
,Maldives,3.2028,73.2207,2020-05-20,1186,4,131129.0
,Mali,17.570692,-3.996166000000001,2020-05-20,931,55,244.0
,Malta,35.9375,14.3754,2020-05-20,584,6,15.0
,Mauritania,21.0079,-10.9408,2020-05-20,141,4,18.0
,Mauritius,-20.348404,57.552152,2020-05-20,332,10,14.0
,Mexico,23.6345,-102.5528,2020-05-20,56594,6090,275.0
,Moldova,47.4116,28.3699,2020-05-20,6553,228,68.0
,Monaco,43.7333,7.4167,2020-05-20,97,4,48450.0
,Mongolia,46.8625,103.8467,2020-05-20,140,0,1565.0
,Montenegro,42.708678000000006,19.37439,2020-05-20,324,9,6067.0
,Morocco,31.7917,-7.0926,2020-05-20,7133,194,11.0
,Mozambique,-18.665695,35.529562,2020-05-20,156,0,297.0
,Namibia,-22.9576,18.4904,2020-05-20,16,0,16444.0
,Nepal,28.1667,84.25,2020-05-20,427,2,1322.0
Aruba,Netherlands,12.5211,-69.9683,2020-05-20,101,3,1346.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-05-20,6,0,0.0
Curacao,Netherlands,12.1696,-68.99,2020-05-20,16,1,253.0
Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-20,77,15,12741.0
,Netherlands,52.1326,5.2913,2020-05-20,44447,5748,6.0
,New Zealand,-40.9006,174.886,2020-05-20,1503,21,150376.0
,Nicaragua,12.865416,-85.207229,2020-05-20,254,17,712.0
,Niger,17.607789,8.081666,2020-05-20,920,58,503.0
,Nigeria,9.082,8.6753,2020-05-20,6677,200,9.0
,North Macedonia,41.6086,21.7453,2020-05-20,1858,110,0.0
,Norway,60.472,8.4689,2020-05-20,8281,234,28200.0
,Oman,21.512583,55.92325500000001,2020-05-20,6043,30,41.0
,Pakistan,30.3753,69.3451,2020-05-20,48091,1017,416.0
,Panama,8.538,-80.7821,2020-05-20,9977,287,1417.0
,Papua New Guinea,-6.314993,143.95555,2020-05-20,8,0,183.0
,Paraguay,-23.4425,-58.4438,2020-05-20,833,11,2929.0
,Peru,-9.19,-75.0152,2020-05-20,104020,3024,24.0
,Philippines,12.879721,121.774017,2020-05-20,13221,842,177.0
,Poland,51.9194,19.1451,2020-05-20,19739,962,108.0
,Portugal,39.3999,-8.2245,2020-05-20,29660,1263,929.0
,Qatar,25.3548,51.1839,2020-05-20,37097,16,121507.0
,Romania,45.9432,24.9668,2020-05-20,17387,1147,384902.0
,Russia,61.52401,105.318756,2020-05-20,308705,2972,69.0
,Rwanda,-1.9403,29.8739,2020-05-20,314,0,7575.0
,Saint Kitts and Nevis,17.357822,-62.782998,2020-05-20,15,0,15982.0
,Saint Lucia,13.9094,-60.9789,2020-05-20,18,0,3.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-05-20,18,0,91.0
,San Marino,43.9424,12.4578,2020-05-20,656,41,6.0
,Sao Tome and Principe,0.1864,6.6131,2020-05-20,251,8,63.0
,Saudi Arabia,23.885942,45.079162,2020-05-20,62545,339,512.0
,Senegal,14.4974,-14.4524,2020-05-20,2714,30,13.0
,Serbia,44.0165,21.0059,2020-05-20,10833,235,147.0
,Seychelles,-4.6796,55.492,2020-05-20,11,0,306.0
,Sierra Leone,8.460555000000001,-11.779889,2020-05-20,570,34,10.0
,Singapore,1.2833,103.8333,2020-05-20,29364,22,10.0
,Slovakia,48.669,19.699,2020-05-20,1496,28,0.0
,Slovenia,46.1512,14.9955,2020-05-20,1468,105,638.0
,Solomon Islands,-9.6457,160.1562,2020-05-20,0,0,2636.0
,Somalia,5.152149,46.199616,2020-05-20,1573,61,302.0
,South Africa,-30.5595,22.9375,2020-05-20,18003,339,272.0
,South Sudan,6.877000000000002,31.307,2020-05-20,290,4,365.0
,Spain,40.463667,-3.74922,2020-05-20,232555,27888,6.0
,Sri Lanka,7.873054,80.77179699999998,2020-05-20,1028,9,10.0
,Sudan,12.8628,30.2176,2020-05-20,2728,111,336.0
,Suriname,3.9193,-56.0278,2020-05-20,11,1,25.0
,Sweden,60.128161,18.643501,2020-05-20,32626,4204,1138.0
,Switzerland,46.8182,8.2275,2020-05-20,30658,1892,812.0
,Syria,34.802075,38.99681500000001,2020-05-20,58,3,5129.0
,Taiwan*,23.7,121.0,2020-05-20,440,7,676.0
,Tajikistan,38.861,71.2761,2020-05-20,2140,41,18.0
,Tanzania,-6.369028,34.888822,2020-05-20,509,21,19.0
,Thailand,15.870032,100.992541,2020-05-20,3034,56,4349.0
,Timor-Leste,-8.874217,125.727539,2020-05-20,24,0,3255.0
,Togo,8.6195,0.8248,2020-05-20,340,12,104.0
,Trinidad and Tobago,10.6918,-61.2225,2020-05-20,116,8,2670.0
,Tunisia,33.886917,9.537499,2020-05-20,1045,47,29.0
,Turkey,38.9637,35.2433,2020-05-20,152587,4222,1045.0
,US,40.0,-100.0,2020-05-20,1559486,96715,435.0
,Uganda,1.373333,32.290275,2020-05-20,264,0,203.0
,Ukraine,48.3794,31.1656,2020-05-20,19230,564,1544.0
,United Arab Emirates,23.424076,53.847818,2020-05-20,26004,233,549.0
Anguilla,United Kingdom,18.2206,-63.0686,2020-05-20,3,0,15228.0
Bermuda,United Kingdom,32.3078,-64.7505,2020-05-20,125,9,2897.0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-05-20,8,1,46.0
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-20,111,1,5152.0
Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-20,558,45,7925.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-05-20,13,0,76.0
Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-20,149,0,15923.0
Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-20,336,24,15465.0
Montserrat,United Kingdom,16.742498,-62.187366,2020-05-20,11,1,16.0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-05-20,12,1,134.0
,United Kingdom,55.3781,-3.4360000000000004,2020-05-20,238253,34794,6.0
,Uruguay,-32.5228,-55.7658,2020-05-20,746,20,689.0
,Uzbekistan,41.377491,64.585262,2020-05-20,2939,13,1744.0
,Venezuela,6.4238,-66.5897,2020-05-20,824,10,20.0
,Vietnam,14.058324,108.277199,2020-05-20,324,0,166647.0
,West Bank and Gaza,31.9522,35.2332,2020-05-20,398,2,137.0
,Western Sahara,24.2155,-12.8858,2020-05-20,6,0,912.0
,Yemen,15.552727,48.516388,2020-05-20,184,30,672.0
,Zambia,-13.133897,27.849332,2020-05-20,832,7,126.0
,Zimbabwe,-19.015438,29.154857,2020-05-20,48,4,20.0
,Afghanistan,33.93911,67.709953,2020-05-21,8676,193,155.0
,Albania,41.1533,20.1683,2020-05-21,969,31,122.0
,Algeria,28.0339,1.6596,2020-05-21,7728,575,1996.0
,Andorra,42.5063,1.5218,2020-05-21,762,51,46248.0
,Angola,-11.2027,17.8739,2020-05-21,58,3,23.0
,Antigua and Barbuda,17.0608,-61.7964,2020-05-21,25,3,359.0
,Argentina,-38.4161,-63.6167,2020-05-21,9931,416,33540.0
,Armenia,40.0691,45.0382,2020-05-21,5606,70,985.0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-21,107,3,581.0
New South Wales,Australia,-33.8688,151.2093,2020-05-21,3084,48,573.0
Northern Territory,Australia,-12.4634,130.8456,2020-05-21,29,0,355.0
Queensland,Australia,-27.4698,153.0251,2020-05-21,1058,6,137.0
South Australia,Australia,-34.9285,138.6007,2020-05-21,439,4,1582.0
Tasmania,Australia,-42.8821,147.3272,2020-05-21,228,13,252.0
Victoria,Australia,-37.8136,144.9631,2020-05-21,1593,18,145.0
Western Australia,Australia,-31.9505,115.8605,2020-05-21,557,9,162.0
,Austria,47.5162,14.5501,2020-05-21,16404,633,322.0
,Azerbaijan,40.1431,47.5769,2020-05-21,3749,44,932.0
,Bahamas,25.025885,-78.035889,2020-05-21,97,11,1254.0
,Bahrain,26.0275,50.55,2020-05-21,8174,12,1034.0
,Bangladesh,23.685,90.3563,2020-05-21,28511,408,63618.0
,Barbados,13.1939,-59.5432,2020-05-21,90,7,1015.0
,Belarus,53.7098,27.9534,2020-05-21,33371,185,205.0
,Belgium,50.8333,4.469936,2020-05-21,56235,9186,653.0
,Belize,17.1899,-88.4976,2020-05-21,18,2,936.0
,Benin,9.3077,2.3158,2020-05-21,135,3,133.0
,Bhutan,27.5142,90.4336,2020-05-21,21,0,147.0
,Bolivia,-16.2902,-63.5887,2020-05-21,5187,215,45.0
,Bosnia and Herzegovina,43.9159,17.6791,2020-05-21,2350,140,75.0
,Botswana,-22.3285,24.6849,2020-05-21,29,1,18.0
,Brazil,-14.235,-51.9253,2020-05-21,310087,20047,305.0
,Brunei,4.5353,114.7277,2020-05-21,141,1,780.0
,Bulgaria,42.7339,25.4858,2020-05-21,2331,120,655.0
,Burkina Faso,12.2383,-1.5616,2020-05-21,812,52,198.0
,Burma,21.9162,95.956,2020-05-21,199,6,558.0
,Burundi,-3.3731,29.9189,2020-05-21,42,1,188.0
,Cabo Verde,16.5388,-23.0418,2020-05-21,356,3,1.0
,Cambodia,11.55,104.9167,2020-05-21,123,0,73.0
,Cameroon,3.848,11.5021,2020-05-21,4288,156,183.0
Alberta,Canada,53.9333,-116.5765,2020-05-21,6768,132,1267.0
British Columbia,Canada,53.7267,-127.6476,2020-05-21,2479,152,6111.0
Diamond Princess,Canada,0.0,0.0,2020-05-21,1,1,24.0
Grand Princess,Canada,0.0,0.0,2020-05-21,13,0,161.0
Manitoba,Canada,53.7609,-98.8139,2020-05-21,290,7,365.0
New Brunswick,Canada,46.5653,-66.4619,2020-05-21,121,0,639.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-21,260,3,1302.0
Northwest Territories,Canada,64.8255,-124.8457,2020-05-21,5,0,2047.0
Nova Scotia,Canada,44.682,-63.7443,2020-05-21,1046,58,1724.0
Ontario,Canada,51.2538,-85.3232,2020-05-21,25595,2106,594.0
Prince Edward Island,Canada,46.5107,-63.4168,2020-05-21,27,0,6370.0
Quebec,Canada,52.9399,-73.5491,2020-05-21,45504,3801,187.0
Saskatchewan,Canada,52.9399,-106.4509,2020-05-21,622,7,11.0
Yukon,Canada,64.2823,-135.0,2020-05-21,11,0,10106.0
,Central African Republic,6.6111,20.9394,2020-05-21,436,0,651.0
,Chad,15.4542,18.7322,2020-05-21,588,58,1185.0
,Chile,-35.6751,-71.543,2020-05-21,66169,589,16.0
Anhui,China,31.8257,117.2264,2020-05-21,991,6,8790.0
Beijing,China,40.1824,116.4142,2020-05-21,593,9,18425.0
Chongqing,China,30.0572,107.874,2020-05-21,579,6,5205.0
Fujian,China,26.0789,117.9874,2020-05-21,356,1,891.0
Gansu,China,35.7518,104.2861,2020-05-21,139,2,165.0
Guangdong,China,23.3417,113.4244,2020-05-21,1590,8,39.0
Guangxi,China,23.8298,108.7881,2020-05-21,254,2,1561.0
Guizhou,China,26.8154,106.8748,2020-05-21,147,2,168.0
Hainan,China,19.1959,109.7453,2020-05-21,169,6,181.0
Hebei,China,39.549,116.1306,2020-05-21,328,6,15.0
Heilongjiang,China,47.862,127.7615,2020-05-21,945,13,5100.0
Henan,China,37.8957,114.9042,2020-05-21,1276,22,150.0
Hong Kong,China,22.3,114.2,2020-05-21,1055,4,60.0
Hubei,China,30.9756,112.2707,2020-05-21,68135,4512,115.0
Hunan,China,27.6104,111.7088,2020-05-21,1019,4,91.0
Inner Mongolia,China,44.0935,113.9448,2020-05-21,216,1,1314.0
Jiangsu,China,32.9711,119.455,2020-05-21,653,0,18.0
Jiangxi,China,27.614,115.7221,2020-05-21,937,1,411.0
Jilin,China,43.6661,126.1923,2020-05-21,151,2,6.0
Liaoning,China,41.2956,122.6085,2020-05-21,149,2,1.0
Macau,China,22.1667,113.55,2020-05-21,45,0,33.0
Ningxia,China,37.2692,106.1655,2020-05-21,75,0,64503.0
Qinghai,China,35.7452,95.9956,2020-05-21,18,0,631.0
Shaanxi,China,35.1917,108.8701,2020-05-21,308,3,19.0
Shandong,China,36.3427,118.1498,2020-05-21,788,7,557.0
Shanghai,China,31.202,121.4491,2020-05-21,666,7,162820.0
Shanxi,China,37.5777,112.2922,2020-05-21,198,0,2412.0
Sichuan,China,30.6171,102.7103,2020-05-21,561,3,1374.0
Tianjin,China,39.3054,117.323,2020-05-21,192,3,18.0
Tibet,China,31.6927,88.0924,2020-05-21,1,0,493.0
Xinjiang,China,41.1129,85.2401,2020-05-21,76,3,1673.0
Yunnan,China,24.974,101.487,2020-05-21,185,2,42.0
Zhejiang,China,29.1832,120.0934,2020-05-21,1268,1,67.0
,Colombia,4.5709,-74.2973,2020-05-21,18330,652,22.0
,Comoros,-11.6455,43.3333,2020-05-21,34,1,2.0
,Congo (Brazzaville),-0.228,15.8277,2020-05-21,469,16,506.0
,Congo (Kinshasa),-4.0383,21.7587,2020-05-21,1835,61,1856.0
,Costa Rica,9.7489,-83.7534,2020-05-21,903,10,1792.0
,Cote d'Ivoire,7.54,-5.5471,2020-05-21,2301,29,67749.0
,Croatia,45.1,15.2,2020-05-21,2237,97,6057.0
,Cuba,21.521757,-77.78116700000002,2020-05-21,1908,80,111176.0
,Cyprus,35.1264,33.4299,2020-05-21,923,17,2904.0
,Czechia,49.8175,15.473,2020-05-21,8754,306,22089.0
Faroe Islands,Denmark,61.8926,-6.9118,2020-05-21,187,0,14570.0
Greenland,Denmark,71.7069,-42.6043,2020-05-21,11,0,147101.0
,Denmark,56.2639,9.5018,2020-05-21,11182,561,279.0
,Diamond Princess,0.0,0.0,2020-05-21,712,13,13973.0
,Djibouti,11.8251,42.5903,2020-05-21,2047,10,586.0
,Dominica,15.415,-61.371,2020-05-21,16,0,4768.0
,Dominican Republic,18.7357,-70.1627,2020-05-21,13657,448,408.0
,Ecuador,-1.8312,-78.1834,2020-05-21,35306,2939,10340.0
,Egypt,26.820553000000004,30.802498,2020-05-21,15003,696,794.0
,El Salvador,13.7942,-88.8965,2020-05-21,1640,33,7946.0
,Equatorial Guinea,1.6508,10.2679,2020-05-21,903,10,1043.0
,Eritrea,15.1794,39.7823,2020-05-21,39,0,16.0
,Estonia,58.5953,25.0136,2020-05-21,1800,64,741.0
,Eswatini,-26.5225,31.4659,2020-05-21,220,2,692.0
,Ethiopia,9.145,40.4897,2020-05-21,399,5,0.0
,Fiji,-17.7134,178.065,2020-05-21,18,0,144.0
,Finland,61.92411,25.748151,2020-05-21,6493,306,40.0
French Guiana,France,3.9339,-53.1258,2020-05-21,249,1,81.0
French Polynesia,France,-17.6797,149.4068,2020-05-21,60,0,1184.0
Guadeloupe,France,16.265,-61.551,2020-05-21,155,13,3791.0
Martinique,France,14.6415,-61.0242,2020-05-21,192,14,0.0
Mayotte,France,-12.8275,45.166244,2020-05-21,1475,19,151.0
New Caledonia,France,-20.904305,165.618042,2020-05-21,18,0,37.0
Reunion,France,-21.1151,55.5364,2020-05-21,449,1,6083.0
Saint Barthelemy,France,17.9,-62.8333,2020-05-21,6,0,197.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-21,1,0,632.0
St Martin,France,18.0708,-63.0501,2020-05-21,40,3,491.0
,France,46.2276,2.2137,2020-05-21,179306,28167,15.0
